"","state","county","math_score","college_share","income","poor_share","pop","region","pop_cat"
"1848","New York","Greene County",2.5423346,0.19097699,51307.70659,0.13105604,48502,"Northeast","More Populated"
"1849","New York","Hamilton County",2.8026106,0.24862173,51152.12469,0.095843941,4901,"Northeast","Least Populated"
"1850","New York","Herkimer County",2.8383622,0.18188848,49603.62651,0.12735231,62038,"Northeast","More Populated"
"1851","New York","Jefferson County",2.7302961,0.20027885,51325.38789,0.1465883,117489,"Northeast","Most Populated"
"1852","New York","Kings County",3.219661,0.27129218,53364.21924,0.22150365,2584652,"Northeast","Most Populated"
"1853","New York","Lewis County",3.0142162,0.14348978,50441.91716,0.14648555,26019,"Northeast","Mid-range Population"
"1854","New York","Livingston County",3.4494505,0.23362993,53144.28727,0.15328865,62689,"Northeast","More Populated"
"1855","New York","Madison County",3.3153572,0.25094748,59105.7971,0.1002681,69934,"Northeast","More Populated"
"1856","New York","Monroe County",2.9425623,0.343979,58675.43755,0.14062905,733719,"Northeast","Most Populated"
"1857","New York","Montgomery County",2.1021402,0.15786372,44642.33802,0.15018587,48631,"Northeast","More Populated"
"1858","New York","Nassau County",4.0477076,0.41171694,106339.7665,0.050310183,1364745,"Northeast","Most Populated"
"1859","New York","New York County",3.219661,0.55811155,82546.21878,0.17480133,1631306,"Northeast","Most Populated"
"1860","New York","Niagara County",2.9437585,0.19536118,53104.67577,0.12760057,213848,"Northeast","Most Populated"
"1861","New York","Oneida County",2.7678299,0.21329769,51558.52931,0.14885142,229766,"Northeast","Most Populated"
"1862","New York","Onondaga County",2.7225604,0.31761983,59311.32519,0.14806476,455912,"Northeast","Most Populated"
"1863","New York","Ontario County",3.3195915,0.31012392,59981.82749,0.087493226,106066,"Northeast","Most Populated"
"1864","New York","Orange County",3.0558639,0.27416241,74178.65813,0.10978652,383084,"Northeast","Most Populated"
"1865","New York","Orleans County",2.7727029,0.15020926,48845.45361,0.12099647,41457,"Northeast","More Populated"
"1866","New York","Oswego County",2.8109176,0.16107795,51320.10673,0.15058702,121262,"Northeast","Most Populated"
"1867","New York","Otsego County",2.6666856,0.27924126,52872.03842,0.14178185,61605,"Northeast","More Populated"
"1868","New York","Putnam County",3.6413131,0.37807605,99782.94187,0.070012443,99365,"Northeast","Most Populated"
"1869","New York","Queens County",3.219661,0.28635797,61085.26246,0.13191788,2319777,"Northeast","Most Populated"
"1870","New York","Rensselaer County",2.8502035,0.26730886,64004.07136,0.11788179,155560,"Northeast","Most Populated"
"1871","New York","Richmond County",3.219661,0.28220335,74792.05964,0.10650635,493351,"Northeast","Most Populated"
"1872","New York","Rockland County",2.9965231,0.38871047,86429.91619,0.11890642,301839,"Northeast","Most Populated"
"1873","New York","St. Lawrence County",2.5175488,0.19450291,46086.60918,0.18584944,109406,"Northeast","Most Populated"
"1874","New York","Saratoga County",3.6498194,0.34488228,75692.18765,0.063737266,219974,"Northeast","Most Populated"
"1875","New York","Schenectady County",2.3630576,0.28319064,63059.29977,0.11431196,152427,"Northeast","Most Populated"
"1876","New York","Schoharie County",3.1437712,0.22622184,50732.05073,0.11081494,31344,"Northeast","Mid-range Population"
"1877","New York","Schuyler County",2.7571299,0.17284539,48148.67094,0.084791176,18557,"Northeast","Mid-range Population"
"1878","New York","Seneca County",2.654464,0.17945264,50609.12241,0.13837893,33625,"Northeast","Mid-range Population"
"1879","New York","Steuben County",2.9343429,0.19934207,49325.32082,0.13513374,96136,"Northeast","Most Populated"
"1880","New York","Suffolk County",3.295923,0.31810841,93278.47518,0.060186859,1521211,"Northeast","Most Populated"
"1881","New York","Sullivan County",2.479584,0.20285404,51741.82243,0.16746721,75310,"Northeast","More Populated"
"1882","New York","Tioga County",3.1020184,0.22577311,58708.20022,0.096114956,49610,"Northeast","More Populated"
"1883","New York","Tompkins County",3.5865848,0.5134542,53710.49723,0.18442613,102531,"Northeast","Most Populated"
"1884","New York","Ulster County",2.6328936,0.29862368,61863.29358,0.11525849,180821,"Northeast","Most Populated"
"1885","New York","Warren County",3.0691597,0.27068016,58384.52544,0.10057905,65684,"Northeast","More Populated"
"1886","New York","Washington County",2.6587729,0.16789675,52903.94327,0.11301021,62607,"Northeast","More Populated"
"1887","New York","Wayne County",3.1593046,0.21464564,52888.84347,0.1107458,91151,"Northeast","Most Populated"
"1888","New York","Westchester County",3.4744694,0.44425613,100614.2703,0.085595191,961499,"Northeast","Most Populated"
"1889","New York","Wyoming County",3.715265,0.14962769,54367.41535,0.11161719,41338,"Northeast","More Populated"
"1890","New York","Yates County",2.2754357,0.22450024,50605.97562,0.14615455,24365,"Northeast","Mid-range Population"
"1891","North Carolina","Alamance County",3.4556916,0.21068329,45265.7372,0.16339003,151870,"South","Most Populated"
"1892","North Carolina","Alexander County",4.32691,0.11691985,42918.07568,0.15032911,36997,"South","More Populated"
"1893","North Carolina","Alleghany County",3.3222532,0.16309585,37658.19785,0.2590279,11050,"South","Less Populated"
"1894","North Carolina","Anson County",2.614197,0.084345713,36286.02219,0.20291267,24904,"South","Mid-range Population"
"1895","North Carolina","Ashe County",3.4177575,0.17239149,37729.15087,0.17570294,25953,"South","Mid-range Population"
"1896","North Carolina","Avery County",3.1547511,0.19449817,36577.72214,0.17576812,17736,"South","Less Populated"
"1897","North Carolina","Beaufort County",3.4695513,0.18680625,42082.68563,0.17101543,46644,"South","More Populated"
"1898","North Carolina","Bertie County",2.3100266,0.10024429,31064.89559,0.23140524,19151,"South","Mid-range Population"
"1899","North Carolina","Bladen County",2.5719049,0.098245926,30801.27241,0.24267381,32523,"South","Mid-range Population"
"1900","North Carolina","Brunswick County",3.6779475,0.22937125,48996.3296,0.13752075,109052,"South","Most Populated"
"1901","North Carolina","Buncombe County",3.9648099,0.31056869,48308.89278,0.14761601,233296,"South","Most Populated"
"1902","North Carolina","Burke County",3.4825852,0.15022808,39919.77988,0.17501469,89012,"South","More Populated"
"1903","North Carolina","Cabarrus County",3.9108186,0.24212059,63532.08764,0.10990566,174432,"South","Most Populated"
"1904","North Carolina","Caldwell County",3.2626514,0.1224172,37948.62621,0.16257903,79644,"South","More Populated"
"1905","North Carolina","Camden County",3.6434321,0.1899903,60594.15912,0.093036205,9776,"South","Less Populated"
"1906","North Carolina","Carteret County",3.7144456,0.22695434,51708.28347,0.12099464,65049,"South","More Populated"
"1907","North Carolina","Caswell County",3.3292782,0.11042668,38056.99372,0.22446904,22794,"South","Mid-range Population"
"1908","North Carolina","Catawba County",3.3338158,0.19246383,47173.81683,0.12458977,159096,"South","Most Populated"
"1909","North Carolina","Chatham County",3.8109055,0.347009,59256.33383,0.11952188,65977,"South","More Populated"
"1910","North Carolina","Cherokee County",3.1923664,0.16088113,35245.02106,0.1318804,26250,"South","Mid-range Population"
"1911","North Carolina","Chowan County",3.5908484,0.15794101,40852.96992,0.17324007,14958,"South","Less Populated"
"1912","North Carolina","Clay County",3.4977605,0.18638816,38381.63644,0.21451072,10326,"South","Less Populated"
"1913","North Carolina","Cleveland County",4.0252604,0.15887479,39683.4023,0.18906821,99099,"South","Most Populated"
"1914","North Carolina","Columbus County",2.2788014,0.12021653,37392.95654,0.21434979,55074,"South","More Populated"
"1915","North Carolina","Craven County",3.5582867,0.20628922,50190.04414,0.15249409,99369,"South","Most Populated"
"1916","North Carolina","Cumberland County",3.2660248,0.21612188,47151.71182,0.16573645,310415,"South","Most Populated"
"1917","North Carolina","Currituck County",3.6908188,0.17032926,61929.25069,0.085827149,24557,"South","Mid-range Population"
"1918","North Carolina","Dare County",3.5174074,0.31544703,55774.27084,0.10506965,34651,"South","Mid-range Population"
"1919","North Carolina","Davidson County",3.6202135,0.16526523,45866.65184,0.1459323,158859,"South","Most Populated"
"1920","North Carolina","Davie County",3.8921065,0.23533635,53887.25274,0.12031667,41814,"South","More Populated"
"1921","North Carolina","Duplin County",3.2362685,0.10101207,35464.72459,0.2363424,53917,"South","More Populated"
"1922","North Carolina","Durham County",2.8028383,0.41728339,57242.52813,0.1702792,273169,"South","Most Populated"
"1923","North Carolina","Edgecombe County",2.6002896,0.10249464,33887.78805,0.21954708,51783,"South","More Populated"
"1924","North Carolina","Forsyth County",3.5147295,0.30625629,51025.0643,0.15568399,361478,"South","Most Populated"
"1925","North Carolina","Franklin County",2.9828007,0.15386114,45184.53374,0.14732976,61110,"South","More Populated"
"1926","North Carolina","Gaston County",3.1624961,0.17979321,46534.65829,0.16587661,208828,"South","Most Populated"
"1927","North Carolina","Gates County",3.8710454,0.10469796,54140.21595,0.20373712,11790,"South","Less Populated"
"1928","North Carolina","Graham County",3.4884655,0.13052396,35963.68446,0.19591019,7923,"South","Least Populated"
"1929","North Carolina","Granville County",3.0117631,0.13456209,50726.71205,0.11701249,58597,"South","More Populated"
"1930","North Carolina","Greene County",2.0607674,0.09116181,37914.74515,0.19070992,20626,"South","Mid-range Population"
"1931","North Carolina","Guilford County",3.5247116,0.31667286,52347.54663,0.16373233,483915,"South","Most Populated"
"1932","North Carolina","Halifax County",2.4080949,0.1127355,33072.86702,0.2371356,54145,"South","More Populated"
"1933","North Carolina","Harnett County",3.035027,0.16724463,48482.0992,0.1670078,119502,"South","Most Populated"
"1934","North Carolina","Haywood County",4.0659256,0.20323223,44541.33407,0.12335973,56667,"South","More Populated"
"1935","North Carolina","Henderson County",3.8978102,0.26260218,47687.59784,0.12558642,104732,"South","Most Populated"
"1936","North Carolina","Hertford County",2.5651016,0.15466802,33251.19454,0.24886855,22756,"South","Mid-range Population"
"1937","North Carolina","Hoke County",3.6311183,0.16368508,44345.91001,0.20776206,46744,"South","More Populated"
"1938","North Carolina","Hyde County",4.3271809,0.11672225,37741,0.20412467,5209,"South","Least Populated"
"1939","North Carolina","Iredell County",3.9491868,0.21809481,58044.33889,0.12063626,159277,"South","Most Populated"
"1940","North Carolina","Jackson County",2.9549296,0.28170279,39626.77967,0.20505892,37566,"South","More Populated"
"1941","North Carolina","Johnston County",3.3212483,0.19439504,53390.87387,0.14966618,171734,"South","Most Populated"
"1942","North Carolina","Jones County",2.6726487,0.10605047,33926.34177,0.16528276,10004,"South","Less Populated"
"1943","North Carolina","Lee County",3.2698817,0.17343301,46689.72844,0.15087055,60689,"South","More Populated"
"1944","North Carolina","Lenoir County",2.6301198,0.14155261,37946.49969,0.22510171,56357,"South","More Populated"
"1945","North Carolina","Lincoln County",4.2433004,0.17856507,51196.63578,0.13639876,76708,"South","More Populated"
"1946","North Carolina","McDowell County",3.191397,0.13921081,37921.36583,0.18450315,44127,"South","More Populated"
"1947","North Carolina","Macon County",3.6392426,0.18457998,39629.25503,0.16627347,33334,"South","Mid-range Population"
"1948","North Carolina","Madison County",3.313792,0.19328551,42071.00592,0.16772935,20476,"South","Mid-range Population"
"1949","North Carolina","Martin County",2.6221063,0.12424174,36100.92916,0.23360007,23358,"South","Mid-range Population"
"1950","North Carolina","Mecklenburg County",3.8317885,0.39484352,66070.61866,0.12595969,928585,"South","Most Populated"
"1951","North Carolina","Mitchell County",2.8694129,0.14615951,39554.49015,0.16447563,15465,"South","Less Populated"
"1952","North Carolina","Montgomery County",2.9303539,0.14548534,35287.90909,0.23038094,27822,"South","Mid-range Population"
"1953","North Carolina","Moore County",3.8593888,0.28633824,54225.83275,0.12936723,88356,"South","More Populated"
"1954","North Carolina","Nash County",2.5143266,0.1908465,44879.87586,0.13952903,95203,"South","Most Populated"
"1955","North Carolina","New Hanover County",4.1720586,0.3577852,55954.41588,0.15514617,197390,"South","Most Populated"
"1956","North Carolina","Northampton County",2.1344974,0.11893446,32154.91674,0.21471745,19870,"South","Mid-range Population"
"1957","North Carolina","Onslow County",3.2749159,0.16851544,47131.96841,0.12857527,170468,"South","Most Populated"
"1958","North Carolina","Orange County",4.759213,0.5527072,66059.00444,0.19561522,130832,"South","Most Populated"
"1959","North Carolina","Pamlico County",2.8198249,0.17666565,44800.50959,0.1090059,12284,"South","Less Populated"
"1960","North Carolina","Pasquotank County",3.4920869,0.19275622,46143.5401,0.18094249,41719,"South","More Populated"
"1961","North Carolina","Pender County",2.9939988,0.18033579,47158.31091,0.14432676,53332,"South","More Populated"
"1962","North Carolina","Perquimans County",2.7927437,0.17898226,43824.91385,0.16891283,12835,"South","Less Populated"
"1963","North Carolina","Person County",3.5650828,0.13896835,42309.90394,0.16038272,37563,"South","More Populated"
"1964","North Carolina","Pitt County",3.1461475,0.29773602,44884.6288,0.23695779,161195,"South","Most Populated"
"1965","North Carolina","Polk County",4.1265244,0.26456153,47526.55275,0.12231795,19025,"South","Mid-range Population"
"1966","North Carolina","Randolph County",3.8547146,0.12899305,44059.45197,0.17399552,142795,"South","Most Populated"
"1967","North Carolina","Richmond County",3.127811,0.10097104,32750.16441,0.24393831,45997,"South","More Populated"
"1968","North Carolina","Robeson County",2.4852026,0.1235174,31834.8715,0.30094361,130672,"South","Most Populated"
"1969","North Carolina","Rockingham County",3.1379588,0.12516277,40689.98616,0.15534699,92289,"South","Most Populated"
"1970","North Carolina","Rowan County",3.1035652,0.16934496,44843.53824,0.16318624,141063,"South","Most Populated"
"1971","North Carolina","Rutherford County",3.7174315,0.14301506,36102.446,0.20665617,63303,"South","More Populated"
"1972","North Carolina","Sampson County",3.5267112,0.12246555,37368.36134,0.20365854,64240,"South","More Populated"
"1973","North Carolina","Scotland County",3.8202059,0.13978624,30759.55348,0.29309192,35966,"South","Mid-range Population"
"1974","North Carolina","Stanly County",3.7368567,0.1553046,44356.23276,0.1250035,59827,"South","More Populated"
"1975","North Carolina","Stokes County",3.7277863,0.10848697,42609.70861,0.1221305,45803,"South","More Populated"
"1976","North Carolina","Surry County",3.7917874,0.14741477,38208.95699,0.17020109,72496,"South","More Populated"
"1977","North Carolina","Swain County",3.0163126,0.18478489,33823.3042,0.22996892,13453,"South","Less Populated"
"1978","North Carolina","Transylvania County",3.458616,0.26499733,44298.5026,0.14206201,30258,"South","Mid-range Population"
"1979","North Carolina","Tyrrell County",3.2308824,0.083528034,32165,0.21907216,4086,"South","Least Populated"
"1980","North Carolina","Union County",4.4115682,0.29945397,75650.56919,0.083980739,201993,"South","Most Populated"
"1981","North Carolina","Vance County",3.1728728,0.10525289,33262.52585,0.27537212,43086,"South","More Populated"
"1982","North Carolina","Wake County",4.5637074,0.46997371,76161.1413,0.10341379,920122,"South","Most Populated"
